Calendar Year,County,Number of Retail Locations,Non-Ethanol Gasoline Sales (in gallons),Ethanol Gasoline Sales (in gallons),Clear and Dyed Diesel Sales (in gallons),Clear and Dyed Biodiesel Sales (in gallons),Pure Biodiesel Sales (in gallons),Biofuel Distribution Percentage
2019,Madison,12.0,810185,6730248,5697562,1215494.0,863740.0,11.45
2019,Mahaska,17.0,928817,10378750,1812730,2163242.0,1321416.0,11.69
2019,Marion,21.0,1818727,13353905,4976158,1791891.0,1832393.0,12.08
2019,Marshall,22.0,2131496,12002906,1394083,2778166.0,1590770.0,11.25
2019,Mills,11.0,1003164,4906542,2002677,436226.0,599112.0,10.14
2019,Mitchell,9.0,555405,3486591,705208,496547.0,491896.0,12.17
2019,Monona,12.0,611589,4915356,1720364,1292459.0,724772.0,13.11
2019,Monroe,5.0,365306,3456608,171741,505597.0,400806.0,10.49
2019,Montgomery,7.0,511588,3414451,268693,647730.0,433411.0,11.04
2019,Muscatine,15.0,1635317,12395366,332705,1486218.0,1698319.0,12.1
2019,OBrien,17.0,759466,5274085,1501649,311687.0,602190.0,9.36
2019,Osceola,10.0,228919,2456360,3345516,821289.0,342040.0,12.74
2019,Other,11.0,565395,4005878,1036108,938232.0,505303.0,11.05
2019,Page,6.0,354784,5054917,1833328,808538.0,588498.0,10.88
2019,Palo Alto,12.0,441899,4068726,3487142,121106.0,471918.0,10.46
2019,Plymouth,18.0,2593711,11085217,14283421,2376011.0,1500323.0,10.97
2019,Pocahontas,5.0,166052,1827783,109131,97252.0,196588.0,9.86
2019,Polk,198.0,34972248,193531597,26874086,66792202.0,30927502.0,13.53
2019,Pottawattamie,64.0,10591183,48766390,14070168,53748590.0,13453538.0,22.67
2019,Poweshiek,24.0,2892244,13216039,3454599,23800210.0,5215782.0,32.38
2019,Ringgold,6.0,177212,1419494,616935,1439752.0,272701.0,17.08
2019,Sac,12.0,519903,4629909,1478242,1208330.0,624292.0,12.12
2019,Scott,106.0,8812794,99949340,4811561,50724343.0,18240320.0,16.77
2019,Shelby,11.0,471099,4191902,2400531,1441709.0,545372.0,11.7
2019,Sioux,21.0,1977379,9312467,10349032,627945.0,1086827.0,9.63
2019,Story,41.0,5554936,36393928,1832390,5267734.0,4877388.0,11.63
2019,Tama,18.0,836265,6753162,3034750,1045655.0,888392.0,11.71
2019,Union,10.0,491485,4672193,931579,530361.0,571637.0,11.07
2019,Wapello,25.0,2105566,14714800,988873,3993596.0,2150645.0,12.79
2019,Warren,28.0,3005102,21407775,780117,2719041.0,2694895.0,11.04
2019,Washington,14.0,740740,13513030,1979859,1595290.0,1590542.0,11.16
2019,Wayne,7.0,196707,2629168,292576,1431427.0,359623.0,12.73
2019,Webster,33.0,1799828,16787399,1786735,3631043.0,2414829.0,12.99
2019,Winnebago,15.0,534733,3884472,1927263,160618.0,476637.0,10.79
2019,Winneshiek,18.0,1304814,8824945,8789192,2005251.0,1305864.0,12.89
2019,Woodbury,46.0,9471223,38627416,11297865,24287907.0,7987227.0,16.61
2019,Worth,9.0,1051963,3146485,843237,1097325.0,532919.0,12.69
2019,Wright,17.0,715976,4779953,1188371,280088.0,530169.0,9.65
2020,Adair,11.0,1244749,5688645,1535290,1638904.0,854685.0,12.33
2020,Allamakee,16.0,948629,4927601,2090054,1033233.0,688357.0,11.71
2020,Appanoose,9.0,622179,4292707,2511573,486187.0,570132.0,11.6
2020,Audubon,6.0,216937,2069131,1954005,1099624.0,397181.0,17.37
2020,Benton,24.0,1304575,6379548,4298919,1763724.0,1145213.0,14.9
2020,Black Hawk,62.0,8078572,44631343,4273224,20270961.0,8206938.0,15.57
2020,Boone,14.0,982626,6984086,1795127,2547797.0,860053.0,10.8
2020,Bremer,17.0,2003988,8776444,1455228,1778414.0,1262489.0,11.71
2020,Buchanan,13.0,1153339,6247188,1375353,1038766.0,831841.0,11.24
2020,Buena Vista,24.0,988329,6994308,3330527,1480025.0,951586.0,11.92
2020,Butler,11.0,941159,4873912,1446369,845222.0,650808.0,11.19
2020,Calhoun,14.0,320836,3337306,440885,4434481.0,734451.0,20.08
2020,Carroll,25.0,1410771,8070044,11124128,637437.0,980060.0,10.34
2020,Cass,15.0,744675,5744374,4432374,482342.0,630007.0,9.71
2020,Cedar,14.0,1541478,10573151,5749327,7735486.0,2290924.0,18.91
2020,Cerro Gordo,30.0,4224483,22055998,6930324,13761212.0,4629672.0,17.62
2020,Cherokee,15.0,665847,4031730,3797438,409183.0,462404.0,9.84
2020,Chickasaw,12.0,1274976,5409501,5175421,3737740.0,977233.0,14.62
2020,Clarke,8.0,1129352,6330592,101427,8648861.0,1882324.0,25.23
2020,Clay,17.0,827383,5078461,1059809,722963.0,610848.0,10.34
2020,Clayton,21.0,1479968,6184658,2836760,1439159.0,986861.0,12.88
2020,Clinton,30.0,3219904,17625909,4341713,5133093.0,2712211.0,13.01
2020,Crawford,13.0,660554,4163210,2274638,1184451.0,513608.0,10.65
2020,Dallas,41.0,5441218,31105799,7538201,7651638.0,4631265.0,12.67
2020,Davis,5.0,211828,1629981,824133,449426.0,186117.0,10.11
2020,Decatur,5.0,375314,2287871,273038,461879.0,305095.0,11.46
2020,Delaware,13.0,1031941,5035342,1371233,1142670.0,742238.0,12.23
2020,Des Moines,17.0,1930128,12730245,552756,185998.0,1426667.0,9.73
2020,Dickinson,22.0,2180042,7759788,1286591,503387.0,913112.0,9.19
2020,Dubuque,45.0,8354521,45340172,7336881,17032014.0,5998155.0,11.17
2020,Emmet,7.0,319018,2858893,94663,493032.0,406305.0,12.79
2020,Fayette,16.0,731264,6401240,426933,371724.0,693548.0,9.72
2020,Floyd,13.0,1854639,5125293,2488370,8935895.0,1732272.0,24.82
2020,Franklin,11.0,457666,4444711,2935871,1063218.0,694054.0,14.16
2020,Fremont,6.0,341377,4556546,946065,13926447.0,2486487.0,50.77
2020,Greene,12.0,342558,3966820,502890,2321418.0,585801.0,13.59
2020,Grundy,13.0,654695,4609734,4283241,124718.0,489793.0,9.3
2020,Guthrie,11.0,510532,3340021,802738,6692920.0,1271928.0,33.03
2020,Hamilton,15.0,2044129,6139063,2804741,10952072.0,2323029.0,28.39
2020,Hancock,7.0,344438,2860362,169583,1409933.0,547229.0,17.08
2020,Hardin,25.0,1462869,10784883,6329795,2218664.0,1647833.0,13.45
2020,Harrison,11.0,556946,4686596,2251786,2288212.0,684695.0,13.06
2020,Henry,18.0,1114221,16090086,2914317,13666475.0,3594194.0,20.89
2020,Howard,12.0,730537,3770216,1883978,1383783.0,560736.0,12.46
2020,Humboldt,11.0,678865,3844555,3542200,324915.0,445721.0,9.85
2020,Ida,9.0,401697,2631116,1835368,31913.0,301551.0,9.94
2020,Iowa,33.0,2563741,11532490,7166549,1909580.0,1498387.0,10.63
2020,Jackson,17.0,1272388,7640509,894843,2201313.0,1210789.0,13.58
2020,Jasper,24.0,4005343,13248538,2046241,17756986.0,3747334.0,21.72
2020,Jefferson,14.0,836981,4442814,1443302,1082087.0,610755.0,11.57
2020,Johnson,52.0,9276449,36427857,4428953,3150452.0,4321347.0,9.46
2020,Jones,11.0,951875,6404713,1841954,1460877.0,848299.0,11.53
2020,Keokuk,10.0,516622,3962091,1535948,909341.0,565939.0,12.64
2020,Kossuth,12.0,576506,4651778,2695950,336693.0,540228.0,10.33
2020,Lee,19.0,1564524,9608748,1618211,479079.0,1024024.0,9.16
2020,Linn,91.0,12763911,71312015,10386785,11967596.0,10042449.0,11.94
2020,Louisa,8.0,445052,3189031,392665,463217.0,402441.0,11.07
2020,Lucas,7.0,453305,2641120,695597,1946060.0,423170.0,13.68
2020,Lyon,13.0,715682,4249705,3816666,583339.0,505129.0,10.17
2020,Madison,13.0,795786,6731336,6728104,1006711.0,851810.0,11.32
2020,Mahaska,16.0,1391003,9329317,1855202,1917617.0,1217716.0,11.36
2020,Marion,19.0,1916520,12405178,5051383,1392285.0,1562847.0,10.91
2020,Marshall,25.0,2759354,10944518,2078826,2415980.0,1481018.0,10.81
2020,Mills,10.0,688891,4688104,2531018,639866.0,606592.0,11.28
2020,Mitchell,9.0,617709,3510560,3002662,451217.0,464508.0,11.25
2020,Monona,10.0,466581,4008186,1578150,373538.0,514321.0,11.49
2020,Monroe,5.0,379033,3174746,42964,409359.0,390829.0,11.0
2020,Montgomery,8.0,568038,3298231,4135000,72588.0,375442.0,9.36
2020,Muscatine,16.0,1535071,11755881,447232,1289268.0,1594067.0,11.99
2020,OBrien,21.0,776960,5751864,4783053,340073.0,675686.0,10.35
2020,Osceola,8.0,191190,1355276,267502,660568.0,173622.0,11.23
2020,Other,8.0,372277,2754038,824559,775074.0,373250.0,11.94
2020,Page,7.0,398306,4850265,2160908,525932.0,630637.0,12.02
2020,Palo Alto,6.0,319758,2818420,1098535,87698.0,294295.0,9.38
2020,Plymouth,16.0,2280440,9162506,14674889,1360141.0,1181393.0,10.32
2020,Pocahontas,6.0,474384,3150460,8685122,124718.0,350774.0,9.68
2020,Polk,198.0,30949625,163247695,22692805,55926584.0,26166863.0,13.47
2020,Pottawattamie,52.0,8273232,44065836,10311108,58948417.0,13465944.0,25.73
2020,Poweshiek,24.0,1924623,12751269,5909079,35403680.0,6890264.0,46.95
2020,Ringgold,7.0,271215,1816642,706637,1489004.0,346010.0,16.57
2020,Sac,15.0,532437,3950784,1271086,655520.0,478731.0,10.68
2020,Scott,91.0,9912938,78497566,2572829,52410915.0,16324278.0,18.46
2020,Shelby,14.0,452203,4128510,3709285,3485909.0,855136.0,18.67
2020,Sioux,22.0,1916338,8325319,9592157,434824.0,925328.0,9.03
2020,Story,43.0,4812421,30946502,1897972,5019930.0,4198641.0,11.74
2020,Tama,19.0,981189,6246744,3153144,513996.0,740573.0,10.25
2020,Union,13.0,708233,4775881,1030814,900365.0,644553.0,11.75
2020,Van Buren,8.0,504816,2080285,1040247,213887.0,230057.0,8.9
2020,Wapello,24.0,2134399,13343632,393969,3608416.0,1946468.0,12.58
2020,Warren,30.0,2879005,18516658,647905,2210845.0,2308917.0,10.79
2020,Washington,17.0,1059560,7361218,3080915,5404818.0,1278648.0,15.18
2020,Wayne,7.0,243959,2060151,367789,1658919.0,313259.0,13.6
2020,Webster,30.0,1633290,15362406,1968055,3793012.0,2249745.0,13.24
2020,Winnebago,14.0,328706,3516897,1992932,378706.0,477992.0,12.43
2020,Winneshiek,17.0,1534310,7878708,7018509,1972882.0,1148533.0,12.2
2020,Woodbury,37.0,7455512,33198987,9783254,24774864.0,7383149.0,18.16
2020,Worth,9.0,375486,3032438,1406312,145253.0,413476.0,12.13
2020,Wright,18.0,711491,4481139,3095884,278176.0,488118.0,9.4
2021,Adair,11.0,1042806,5373991,930753,6240679.0,1354323.0,21.11
2021,Adams,0.0,133535,1348849,241289,79046.0,174951.0,11.8
2021,Allamakee,9.0,870411,4755045,1523722,1240414.0,763166.0,13.57
2021,Appanoose,0.0,393175,2929518,1523633,159406.0,389473.0,11.72
2021,Audubon,6.0,202273,2053504,1980763,1412213.0,484774.0,21.49
2021,Benton,18.0,1057333,6642405,2279597,1536825.0,980835.0,12.74
2021,Black Hawk,55.0,6666668,51447315,2727434,16843653.0,8460977.0,14.56
2021,Boone,8.0,870532,6332039,1466715,184383.0,659318.0,9.15
2021,Bremer,14.0,1934895,8842981,1205905,1926785.0,1275469.0,11.83
2021,Buchanan,10.0,1057226,5793093,1080089,860683.0,766858.0,11.19
2021,Buena Vista,22.0,978358,7316058,3204935,767280.0,975599.0,11.76
2021,Butler,12.0,1023150,4937786,1703095,616455.0,614027.0,10.3
2021,Calhoun,14.0,382772,4044050,545473,4287767.0,844805.0,19.08
2021,Carroll,20.0,1063845,7501687,5645889,700523.0,978031.0,11.42
2021,Cass,16.0,913747,6814227,7044564,337769.0,956924.0,12.38
2021,Cedar,11.0,893998,6451862,4794779,7522256.0,1826372.0,24.86
2021,Cerro Gordo,21.0,2826134,21557732,4962398,12030906.0,4344585.0,17.82
2021,Cherokee,13.0,592405,3860410,2429170,238642.0,456877.0,10.26
2021,Chickasaw,8.0,910423,4367331,159672,1232988.0,594510.0,11.26
2021,Clarke,8.0,1285092,6099606,390178,7885334.0,1866667.0,25.28
2021,Clay,14.0,1075400,6913686,1464278,586904.0,797176.0,9.98
2021,Clayton,14.0,1081731,4781873,154237,1598510.0,764513.0,13.04
2021,Clinton,25.0,1755921,18627468,4705718,3312957.0,2572744.0,12.62
2021,Crawford,10.0,662913,3900224,1655563,1399112.0,511670.0,11.21
2021,Dallas,29.0,4144941,19318929,5979455,1760109.0,2226876.0,9.49
2021,Davis,0.0,363648,1592702,833382,333231.0,189020.0,9.66
2021,Decatur,0.0,110640,1579973,177878,903289.0,210706.0,12.46
2021,Delaware,8.0,1480724,5462934,3496164,1073597.0,777482.0,11.2
2021,Des Moines,17.0,1362269,13867497,804185,44957.0,1550642.0,10.18
2021,Dickinson,14.0,1462703,6014628,309508,585625.0,724119.0,9.68
2021,Dubuque,41.0,7768128,47769704,994069,6959598.0,5954122.0,10.72
2021,Emmet,7.0,309747,3071480,237689,452842.0,417261.0,12.34
2021,Fayette,10.0,1113879,4134781,208942,382137.0,463087.0,8.82
2021,Floyd,9.0,550639,4763556,2126153,1194388.0,729917.0,13.74
2021,Franklin,8.0,267158,3501438,2759733,967221.0,594115.0,15.76
2021,Fremont,7.0,1278224,5045120,1446757,15694926.0,2890845.0,45.72
2021,Greene,10.0,282445,3717988,397341,2008034.0,557549.0,13.94
2021,Grundy,11.0,606889,4793479,3735203,31319.0,508080.0,9.41
2021,Guthrie,11.0,492215,4982585,1002219,6534362.0,1526395.0,27.88
2021,Hamilton,11.0,492212,5600118,1014079,2272328.0,963145.0,15.81
2021,Hancock,8.0,355887,2907954,391016,1188420.0,484717.0,14.85
2021,Hardin,19.0,614441,6360767,4898455,1045494.0,856015.0,12.27
2021,Harrison,11.0,677301,4008622,2207645,1338043.0,496031.0,10.59
2021,Henry,14.0,1238317,15313264,2205924,6915829.0,2673175.0,16.15
2021,Howard,10.0,756535,4246194,1807466,1393225.0,651210.0,13.02
2021,Humboldt,9.0,597993,3687789,3234589,289185.0,441499.0,10.3
2021,Ida,8.0,366849,2483762,1644784,52625.0,317200.0,11.13
2021,Iowa,160.0,31192310,179475436,73262856,106877625.0,39782665.0,18.88
2021,Jackson,12.0,997927,5970362,266250,2264028.0,929716.0,13.34
2021,Jasper,19.0,1727690,12368604,1366226,1020319.0,1532799.0,10.87
2021,Jefferson,13.0,702808,3836964,1180209,986467.0,536998.0,11.83
2021,Johnson,40.0,5773557,25610893,2430453,2358745.0,2927887.0,9.33
2021,Jones,10.0,1002405,6851680,2202277,1072049.0,837397.0,10.66
2021,Keokuk,9.0,467751,3667934,1534860,828272.0,525118.0,12.7
2021,Kossuth,9.0,309359,3756495,636689,243727.0,453349.0,11.15
2021,Lee,18.0,1561083,10002841,3018785,565187.0,1029971.0,8.91
2021,Linn,76.0,11635930,73668927,3575122,21277980.0,11205541.0,13.14
2021,Louisa,6.0,368582,2503381,772756,286533.0,294763.0,10.26
2021,Lucas,6.0,461115,2755280,626513,1868179.0,421180.0,13.09
2021,Lyon,6.0,398195,2442512,1508067,635238.0,309230.0,10.89
2021,Madison,7.0,518387,5776235,17680982,467676.0,701198.0,11.14
2021,Mahaska,11.0,792774,8216196,1574743,1492404.0,984750.0,10.93
2021,Marion,17.0,1706620,11797973,4596215,789231.0,1463562.0,10.84
2021,Marshall,17.0,2201915,10167418,1836348,407827.0,1221075.0,9.87
2021,Mills,10.0,854644,5771950,4172856,1119710.0,800799.0,12.08
2021,Mitchell,9.0,791352,3222103,3016775,320549.0,442588.0,11.03
2021,Monona,7.0,606192,4292226,1534419,1239179.0,632150.0,12.91
2021,Monroe,0.0,369370,2942675,0,261046.0,341890.0,10.32
2021,Montgomery,7.0,564162,3433117,2670265,679551.0,472149.0,11.81
2021,Muscatine,14.0,1178527,8837545,543519,273907.0,1027502.0,10.26
2021,OBrien,12.0,612521,3503214,487229,84390.0,393094.0,9.55
2021,Osceola,0.0,162247,853876,54913,981019.0,146153.0,14.38
2021,Page,8.0,572947,5240464,1092382,1265013.0,610602.0,10.5
2021,Palo Alto,6.0,262884,2849624,886043,374023.0,353872.0,11.37
2021,Plymouth,12.0,2344688,9689601,14623834,1347481.0,1269334.0,10.55
2021,Pocahontas,0.0,171202,2089399,275620,27433.0,290525.0,12.85
2021,Polk,122.0,23285527,146909546,17160574,36254399.0,20805288.0,12.22
2021,Pottawattamie,34.0,4157787,30960784,7681044,26060374.0,7257108.0,20.66
2021,Poweshiek,18.0,1032075,10106796,4947874,24380974.0,4920769.0,44.18
2021,Ringgold,6.0,268693,1909819,860200,1274593.0,342597.0,15.73
2021,Sac,13.0,483631,4420500,1318705,1138869.0,612905.0,12.5
2021,Scott,155.0,6951861,87946318,4338954,47106843.0,16916609.0,17.83
2021,Shelby,8.0,314750,2470996,4436033,1864945.0,501974.0,18.02
2021,Sioux,17.0,1373904,6610542,4332591,718524.0,781850.0,9.79
2021,Story,24.0,3104300,28359418,1110156,7665908.0,3942117.0,12.53
2021,Tama,16.0,1050170,6656572,3003621,324889.0,791985.0,10.28
2021,Taylor,0.0,235963,1596703,471259,1106171.0,276093.0,15.07
2021,Union,10.0,664830,4640145,840128,852284.0,624449.0,11.77
2021,Van Buren,6.0,221961,1915166,400697,50012.0,196576.0,9.2
2021,Wapello,19.0,1792435,12351772,872250,6571858.0,2048838.0,14.49
2021,Warren,22.0,2162988,14190837,404409,772020.0,1548414.0,9.47
2021,Washington,13.0,1066245,7218707,2948870,5292012.0,1246752.0,15.05
2021,Wayne,0.0,153269,1993967,54262,651222.0,239133.0,11.14
2021,Webster,28.0,1504689,15083802,1403541,3134486.0,2051881.0,12.37
2021,Winnebago,10.0,427588,3772089,1851351,530502.0,522541.0,12.44
2021,Winneshiek,12.0,1023026,7318605,2977405,949760.0,932680.0,11.18
2021,Woodbury,21.0,4489070,33666978,4970028,9789092.0,4996766.0,13.1
2021,Worth,0.0,199822,1162731,592757,105924.0,132162.0,9.7
2021,Wright,14.0,507830,3891264,3206524,128911.0,420278.0,9.55
2022,Adair,8.0,608947,4563682,2824131,720912.0,642603.0,12.0
2022,Adams,0.0,106845,1348137,126673,183143.0,202876.0,14.0
2022,Allamakee,16.0,778741,5530219,2704131,1272304.0,963893.0,15.0
2022,Appanoose,7.0,394735,3519549,1725428,405017.0,550042.0,14.0
2022,Audubon,6.0,212417,2193847,2210342,929879.0,445896.0,19.0
2022,Benton,24.0,1127005,9225597,2876035,2842460.0,1552687.0,15.0
2022,Black Hawk,61.0,5742172,43769767,3430681,23744839.0,9047816.0,18.0
2022,Boone,11.0,808010,7156304,3004711,547627.0,801991.0,10.0
2022,Bremer,13.0,1586047,9051114,1091626,2189255.0,1390927.0,13.0
2022,Buchanan,11.0,941893,6223643,1201577,2132896.0,1089123.0,15.0
2022,Buena Vista,23.0,834312,7645818,4318975,559187.0,1117659.0,13.0
2022,Butler,12.0,818899,4912462,1545741,1186206.0,707068.0,12.0
2022,Calhoun,12.0,324228,3729959,513439,1059397.0,604104.0,15.0
2022,Carroll,23.0,1124845,9139105,10924452,995169.0,1280952.0,12.0
2022,Cass,12.0,704915,5938009,6689245,324032.0,749878.0,11.0
2022,Cedar,13.0,904817,7778036,6865612,9208928.0,2049530.0,24.0
2022,Cerro Gordo,25.0,2725688,22336288,13860521,6846823.0,3795733.0,15.0
2022,Cherokee,13.0,489653,3860576,2523929,804103.0,580336.0,13.0
2022,Chickasaw,10.0,1536899,5178112,5275029,3317193.0,929976.0,14.0
2022,Clarke,8.0,1110102,5890802,906838,8633754.0,1985270.0,28.0
2022,Clay,17.0,944024,10268839,1451317,687819.0,1216511.0,11.0
2022,Clayton,21.0,1118956,6795737,2191457,1313069.0,979689.0,12.0
2022,Clinton,28.0,3864162,18716866,4038386,5018786.0,2738833.0,12.0
2022,Crawford,9.0,541246,4256321,2375852,127224.0,497299.0,10.0
2022,Dallas,38.0,4077357,31927924,6977763,4473506.0,4020669.0,11.0
2022,Davis,0.0,217994,1613940,789795,934635.0,200509.0,11.0
2022,Decatur,0.0,101439,1578652,290078,841032.0,220216.0,13.0
2022,Delaware,9.0,858525,4782209,596514,2534351.0,995877.0,18.0
2022,Des Moines,17.0,1115430,13089831,740876,245076.0,1536616.0,11.0
2022,Dickinson,17.0,1512699,7315198,794198,743159.0,906052.0,10.0
2022,Dubuque,47.0,6153434,34489749,6497929,14036997.0,4805418.0,12.0
2022,Emmet,7.0,291963,3034339,743340,84713.0,379385.0,11.0
2022,Fayette,13.0,553204,4826028,295713,595168.0,593000.0,11.0
2022,Floyd,12.0,593836,5668109,2417318,8552332.0,1882320.0,30.0
2022,Franklin,8.0,801587,3419149,2231466,1291884.0,700459.0,17.0
2022,Fremont,8.0,978826,6089336,1588281,13765227.0,2621879.0,37.0
2022,Greene,10.0,194336,3310857,577170,1176690.0,488176.0,14.0
2022,Grundy,11.0,535859,4889024,3547310,172116.0,568111.0,10.0
2022,Guthrie,11.0,764904,5147027,715091,5972664.0,1615265.0,27.0
2022,Hamilton,12.0,380690,6972369,1920620,17488572.0,3346970.0,46.0
2022,Hancock,8.0,428725,3391443,1277378,1262697.0,588111.0,15.0
2022,Hardin,22.0,580542,6554677,5819514,522161.0,822770.0,12.0
2022,Harrison,12.0,646376,4653081,2061631,445655.0,540744.0,10.0
2022,Henry,16.0,1147458,17266956,2508688,10045885.0,3617042.0,20.0
2022,Howard,12.0,720151,4863409,1977423,1809015.0,837033.0,15.0
2022,Humboldt,11.0,505046,3937117,4144824,379186.0,506301.0,11.0
2022,Ida,11.0,295542,3700139,2768239,266185.0,530104.0,13.0
2022,Iowa,37.0,1694203,10932287,7984120,2154735.0,1617436.0,13.0
2022,Jackson,13.0,778750,6348725,2936333,2472005.0,1081712.0,15.0
2022,Jasper,29.0,2017390,15826243,1730611,19021909.0,4905911.0,27.0
2022,Jefferson,15.0,673620,4802622,1333546,1191106.0,723609.0,13.0
2022,Johnson,44.0,5927261,34916249,3836196,2929002.0,4131926.0,10.0
2022,Jones,10.0,811905,6593746,2058842,1475988.0,892978.0,12.0
2022,Keokuk,9.0,412539,3908824,2155215,923639.0,579993.0,13.0
2022,Kossuth,12.0,377166,4569563,1846607,191782.0,577382.0,12.0
2022,Lee,25.0,1306101,11643931,3357078,419417.0,1214967.0,9.0
2022,Linn,87.0,12990919,73339347,9984545,29397428.0,12982170.0,15.0
2022,Louisa,8.0,388531,3137378,1257245,617960.0,464509.0,13.0
2022,Lucas,6.0,408992,2557748,646951,2693952.0,451450.0,15.0
2022,Lyon,12.0,412161,4610397,3680154,478632.0,530137.0,11.0
2022,Madison,8.0,444958,6507413,19758610,767409.0,842340.0,12.0
2022,Mahaska,13.0,593274,8265130,885636,717757.0,1065801.0,12.0
2022,Marion,22.0,1830830,12343224,4693403,1698922.0,1787718.0,13.0
2022,Marshall,20.0,2187954,11468918,1809590,1183888.0,1613770.0,12.0
2022,Mills,9.0,642957,5336980,3223471,6300236.0,1602918.0,27.0
2022,Mitchell,9.0,379396,3162176,1982069,411491.0,531906.0,15.0
2022,Monona,7.0,490842,3876064,1092932,1119443.0,738402.0,17.0
2022,Monroe,0.0,294993,3413909,313979,293837.0,486654.0,13.0
2022,Montgomery,8.0,546896,4137184,1772217,1564098.0,636863.0,14.0
2022,Muscatine,15.0,992379,9007108,224779,1045814.0,1223315.0,12.0
2022,OBrien,18.0,652977,6388576,3184726,737879.0,903347.0,13.0
2022,Osceola,7.0,180179,2469340,3781668,0.0,325277.0,12.0
2022,Page,7.0,449569,4057737,2117854,237230.0,469586.0,10.0
2022,Palo Alto,8.0,232164,2990608,2284996,60920.0,368000.0,11.0
2022,Plymouth,17.0,1988553,11231435,17236510,1783229.0,1561159.0,12.0
2022,Pocahontas,6.0,377863,3098958,8380318,185012.0,377667.0,11.0
2022,Polk,170.0,23834475,148387506,15736333,54861775.0,24707215.0,14.0
2022,Pottawattamie,40.0,6494411,37831366,25007668,44560474.0,10943444.0,25.0
2022,Poweshiek,19.0,1099520,8057250,6041533,16505787.0,3036638.0,33.0
2022,Ringgold,6.0,212800,2010420,534663,1771292.0,470627.0,21.0
2022,Sac,14.0,422782,4491161,1355455,2451074.0,859227.0,17.0
2022,Scott,83.0,15788694,84179581,6484316,66877090.0,19741300.0,20.0
2022,Shelby,0.0,291646,3232408,4567931,2495802.0,767174.0,22.0
2022,Sioux,26.0,3078250,16488437,26340078,786022.0,2019024.0,10.0
2022,Story,36.0,3813600,18069971,1102488,11197184.0,3406123.0,16.0
2022,Tama,16.0,907882,7287340,3034783,1941770.0,1109554.0,14.0
2022,Taylor,7.0,197363,1867529,657351,903145.0,317172.0,15.0
2022,Union,10.0,561687,4841642,1106496,1391862.0,800251.0,15.0
2022,Van Buren,7.0,162093,2218170,967889,112879.0,354415.0,15.0
2022,Wapello,20.0,1648332,12756088,757914,7189816.0,2139857.0,15.0
2022,Warren,23.0,1807249,15434061,735086,1675966.0,1877322.0,11.0
2022,Washington,14.0,839670,7853517,3338834,5589472.0,1500082.0,17.0
2022,Wayne,0.0,117498,1819925,597713,315242.0,225357.0,12.0
2022,Webster,27.0,1402457,15080477,1295709,3017998.0,2253936.0,14.0
2022,Winnebago,10.0,366486,3971309,1466744,647976.0,601180.0,14.0
2022,Winneshiek,16.0,929490,8108422,6418170,1257895.0,1114006.0,12.0
2022,Woodbury,37.0,4513733,30361445,7722465,19074435.0,6201216.0,18.0
2022,Worth,7.0,295783,3150889,1289967,105369.0,355295.0,10.0
2022,Wright,14.0,505965,3978543,3503292,197417.0,455224.0,10.0
2023,Adair,0.0,470902,2816022,9356,600018.0,365109.0,11.0
2023,Adams,0.0,146303,1307078,130644,167032.0,215688.0,15.0
2023,Allamakee,16.0,842379,5510794,1706495,1409031.0,976280.0,15.0
2023,Appanoose,9.0,545584,4395465,516611,570949.0,682140.0,14.0
2023,Audubon,7.0,158672,1758832,994878,120560.0,225680.0,12.0
2023,Benton,22.0,1523584,8211227,1079417,3193847.0,1359494.0,14.0
2023,Black Hawk,59.0,5931541,50207601,2136515,21677765.0,9813948.0,17.0
2023,Boone,12.0,822295,7059678,2316697,514695.0,772800.0,10.0
2023,Bremer,13.0,1573023,8989385,1300826,2206576.0,1412285.0,13.0
2023,Buchanan,11.0,763431,6135338,1336970,1841461.0,998804.0,14.0
2023,Buena Vista,25.0,1040468,7914527,3546966,529098.0,1147470.0,13.0
2023,Butler,14.0,848520,5054705,1535211,1044531.0,707742.0,12.0
2023,Calhoun,20.0,364165,4699626,1873397,1901913.0,767233.0,15.0
2023,Carroll,24.0,1202829,9452098,14114194,1007773.0,1296654.0,12.0
2023,Cass,9.0,778582,6443793,4389516,500794.0,800539.0,11.0
2023,Cedar,12.0,752843,6517905,4778337,10196303.0,2070532.0,28.0
2023,Cerro Gordo,30.0,3093459,22511315,7387602,14314175.0,5136691.0,20.0
2023,Cherokee,12.0,501242,3764983,1329209,941821.0,555508.0,13.0
2023,Chickasaw,10.0,1458734,5409346,5265524,3224082.0,978176.0,14.0
2023,Clarke,8.0,1141140,6065581,388627,9019554.0,2035257.0,28.0
2023,Clay,23.0,815568,6912070,1334975,641327.0,911035.0,12.0
2023,Clayton,20.0,1052208,6461962,1906504,1662057.0,1027576.0,14.0
2023,Clinton,32.0,9325993,17148004,4739165,4320213.0,2648306.0,10.0
2023,Crawford,10.0,442347,3421405,1461426,1392910.0,496250.0,13.0
2023,Dallas,37.0,4667512,33254298,7923365,8042174.0,4963327.0,13.0
2023,Davis,0.0,177839,1513861,206102,120368.0,238833.0,14.0
2023,Decatur,0.0,162773,1679630,1195154,211564.0,220039.0,12.0
2023,Delaware,10.0,1310324,5338653,4287533,2293018.0,966697.0,15.0
